date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:27:20	96594/96594	U-----	200	untouched ('')	image/jpeg	etag:%2202b72fb2db9c91:0%22	http://blogs.pingpoet.com/overflow/pubfiles/DSC02171_websmall.jpg	./httrack/blogs.pingpoet.com/overflow/pubfiles/DSC02171_websmall.jpg	(from http://blogs.pingpoet.com/)
21:27:20	47191/47191	U-----	200	untouched ('')	image/jpeg	etag:%2202b72fb2db9c91:0%22	http://blogs.pingpoet.com/overflow/pubfiles/DSC02172_websmall.jpg	./httrack/blogs.pingpoet.com/overflow/pubfiles/DSC02172_websmall.jpg	(from http://blogs.pingpoet.com/)
21:27:20	25649/25649	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:20%20GMT	http://blogs.pingpoet.com/overflow/archive/2007/05/11/29980.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2007/05/11/29980.html	(from http://blogs.pingpoet.com/)
21:27:22	25339/25339	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:20%20GMT	http://blogs.pingpoet.com/overflow/archive/2007/03/09/29979.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2007/03/09/29979.html	(from http://blogs.pingpoet.com/)
21:27:22	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20May%202018%2004:27:20%20GMT	http://blogs.pingpoet.com/thoughtchain	./httrack/blogs.pingpoet.com/thoughtchain.4.delayed	(from http://blogs.pingpoet.com/)
21:27:22	12205/12205	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:20%20GMT	http://blogs.pingpoet.com/jeemster/archive/2007/02/21/Why-Identity-Management-is-Needed.aspx	./httrack/blogs.pingpoet.com/jeemster/archive/2007/02/21/Why-Identity-Management-is-Needed.html	(from http://blogs.pingpoet.com/)
21:27:22	13616/13616	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:20%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2007/01/22/29977.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2007/01/22/29977.html	(from http://blogs.pingpoet.com/)
21:27:22	16698/16698	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:22%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/12/28/29976.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/12/28/29976.html	(from http://blogs.pingpoet.com/)
21:27:22	24755/24755	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:22%20GMT	http://blogs.pingpoet.com/jeemster/archive/2006/12/07/Address-Books-How-Many-do-You-have.aspx	./httrack/blogs.pingpoet.com/jeemster/archive/2006/12/07/Address-Books-How-Many-do-You-have.html	(from http://blogs.pingpoet.com/)
21:27:24	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20May%202018%2004:27:23%20GMT	http://blogs.pingpoet.com/overflow/pubfiles/RussiaTripJuly2006.kmz	./httrack/blogs.pingpoet.com/overflow/pubfiles/RussiaTripJuly2006.5.delayed	(from http://blogs.pingpoet.com/)
21:27:24	15221/15221	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:23%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/11/01/29973.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/11/01/29973.html	(from http://blogs.pingpoet.com/)
21:27:24	13655/13655	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:23%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/10/30/29972.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/10/30/29972.html	(from http://blogs.pingpoet.com/)
21:27:24	15122/15122	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:23%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/10/27/29878.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/10/27/29878.html	(from http://blogs.pingpoet.com/)
21:27:24	69531/69531	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:24%20GMT	http://blogs.pingpoet.com/vbguru/	./httrack/blogs.pingpoet.com/vbguru/index-2.html	(from http://blogs.pingpoet.com/)
21:27:26	14803/14803	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:24%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/10/20/29412.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/10/20/29412.html	(from http://blogs.pingpoet.com/)
21:27:26	15498/15498	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:24%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/10/14/29030.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/10/14/29030.html	(from http://blogs.pingpoet.com/)
21:27:26	29010/29010	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:24%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/10/14/29029.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/10/14/29029.html	(from http://blogs.pingpoet.com/)
21:27:26	14145/14145	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:24%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/10/05/28428.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/10/05/28428.html	(from http://blogs.pingpoet.com/)
21:27:26	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.6.delayed	(from http://blogs.pingpoet.com/)
21:27:26	14286/14286	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:26%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/10/03/28421.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/10/03/28421.html	(from http://blogs.pingpoet.com/)
21:27:28	14635/14635	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:26%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/10/03/28409.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/10/03/28409.html	(from http://blogs.pingpoet.com/)
21:27:28	25605/25605	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:26%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/10/01/28356.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/10/01/28356.html	(from http://blogs.pingpoet.com/)
21:27:28	13748/13748	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:26%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/30/28175.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/30/28175.html	(from http://blogs.pingpoet.com/)
21:27:28	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.7.delayed	(from http://blogs.pingpoet.com/)
21:27:28	13835/13835	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:27%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/29/28105.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/29/28105.html	(from http://blogs.pingpoet.com/)
21:27:28	13853/13853	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:28%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/03/08/19801.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/03/08/19801.html	(from http://blogs.pingpoet.com/)
21:27:28	16420/16420	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:28%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/29/27997.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/29/27997.html	(from http://blogs.pingpoet.com/)
21:27:28	114251/114251	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:28%20GMT	http://blogs.pingpoet.com/thoughtchain/	./httrack/blogs.pingpoet.com/thoughtchain/index-2.html	(from http://blogs.pingpoet.com/)
21:27:30	14099/14099	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:28%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/17/27300.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/17/27300.html	(from http://blogs.pingpoet.com/)
21:27:30	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2007%20May%202018%2004:27:28%20GMT	http://blogs.pingpoet.com/topbgo.gif	./httrack/blogs.pingpoet.com/topbgo.8.delayed	(from http://blogs.pingpoet.com/Style.css)
21:27:30	13899/13899	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:28%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/14/27201.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/14/27201.html	(from http://blogs.pingpoet.com/)
21:27:30	27104/27104	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:28%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/09/13/27030.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/09/13/27030.html	(from http://blogs.pingpoet.com/)
21:27:30	61269/61269	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:30%20GMT	http://blogs.pingpoet.com/overflow/archive/2005/06/02/2449.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2005/06/02/2449.html	(from http://blogs.pingpoet.com/)
21:27:30	15361/15361	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:30%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/09/26596.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/09/26596.html	(from http://blogs.pingpoet.com/)
21:27:32	16045/16045	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:30%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/08/26585.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/08/26585.html	(from http://blogs.pingpoet.com/)
21:27:32	13839/13839	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:30%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/08/26501.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/08/26501.html	(from http://blogs.pingpoet.com/)
21:27:32	14246/14246	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:30%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/08/26498.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/08/26498.html	(from http://blogs.pingpoet.com/)
21:27:32	14662/14662	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:30%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2005/01/13/1059.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2005/01/13/1059.html	(from http://blogs.pingpoet.com/)
21:27:32	24677/24677	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:32%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/09/06/26415.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/09/06/26415.html	(from http://blogs.pingpoet.com/)
21:27:32	14052/14052	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:32%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/09/05/26393.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/09/05/26393.html	(from http://blogs.pingpoet.com/)
21:27:34	23832/23832	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:32%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/08/26/25777.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/08/26/25777.html	(from http://blogs.pingpoet.com/)
21:27:34	14481/14481	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:32%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/08/25/25756.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/08/25/25756.html	(from http://blogs.pingpoet.com/)
21:27:34	24368/24368	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:32%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/08/24/25723.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/08/24/25723.html	(from http://blogs.pingpoet.com/)
21:27:34	27445/27445	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:32%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/08/20/25706.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/08/20/25706.html	(from http://blogs.pingpoet.com/)
21:27:34	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.a.delayed	(from http://blogs.pingpoet.com/thoughtChain/)
21:27:36	24932/24932	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:35%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/08/20/25704.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/08/20/25704.html	(from http://blogs.pingpoet.com/)
21:27:36	14972/14972	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:35%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/08/14/25684.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/08/14/25684.html	(from http://blogs.pingpoet.com/)
21:27:36	14963/14963	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:35%20GMT	http://blogs.pingpoet.com/VBGuru/archive/2006/08/16/25690.aspx	./httrack/blogs.pingpoet.com/VBGuru/archive/2006/08/16/25690.html	(from http://blogs.pingpoet.com/)
21:27:36	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.b.delayed	(from http://blogs.pingpoet.com/thoughtChain/)
21:27:36	2433/-1	---M--	500	error ('500%20Internal%20Server%20Error')	text/html	date:Mon,%2007%20May%202018%2004:27:35%20GMT	http://blogs.pingpoet.com/MainFeed.aspx	./httrack/blogs.pingpoet.com/MainFeed.html	(from http://blogs.pingpoet.com/)
21:27:36	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.c.delayed	(from http://blogs.pingpoet.com/thoughtChain/)
21:27:36	68226/68226	U-----	200	untouched ('')	text/xml	etag:01/01/0001%2000:00:00	http://blogs.pingpoet.com/overflow/Rss.aspx	./httrack/blogs.pingpoet.com/overflow/Rss.aspx	(from http://blogs.pingpoet.com/overflow/)
21:27:36	872/872	U-----	200	untouched ('OK')	text/css	etag:%220a6df4b6fc4c61:0%22	http://blogs.pingpoet.com/skins/_System/csharp.css	./httrack/blogs.pingpoet.com/skins/_System/csharp.css	(from http://blogs.pingpoet.com/overflow/)
21:27:36	3366/3366	U-----	200	untouched ('OK')	text/css	etag:%220b25ff2db9c91:0%22	http://blogs.pingpoet.com/skins/_System/commonstyle.css	./httrack/blogs.pingpoet.com/skins/_System/commonstyle.css	(from http://blogs.pingpoet.com/overflow/)
21:27:36	1854/1854	U-----	200	untouched ('OK')	text/css	etag:%220b25ff2db9c91:0%22	http://blogs.pingpoet.com/skins/_System/commonlayout.css	./httrack/blogs.pingpoet.com/skins/_System/commonlayout.css	(from http://blogs.pingpoet.com/overflow/)
21:27:37	623/623	U-----	200	untouched ('OK')	text/css	etag:%220f21a476fc4c61:0%22	http://blogs.pingpoet.com/Skins/Piyo/print.css	./httrack/blogs.pingpoet.com/Skins/Piyo/print.css	(from http://blogs.pingpoet.com/overflow/)
21:27:37	50/50	U-----	200	untouched ('OK')	text/css	etag:%220f21a476fc4c61:0%22	http://blogs.pingpoet.com/Skins/Piyo/piyo-fixed.css	./httrack/blogs.pingpoet.com/Skins/Piyo/piyo-fixed.css	(from http://blogs.pingpoet.com/overflow/)
21:27:37	54/54	U-----	200	untouched ('OK')	text/css	etag:%220f21a476fc4c61:0%22	http://blogs.pingpoet.com/Skins/Piyo/piyo-elastic.css	./httrack/blogs.pingpoet.com/Skins/Piyo/piyo-elastic.css	(from http://blogs.pingpoet.com/overflow/)
21:27:37	12217/12217	U-----	200	untouched ('OK')	text/css	etag:%220f21a476fc4c61:0%22	http://blogs.pingpoet.com/skins/Piyo/style.css	./httrack/blogs.pingpoet.com/skins/Piyo/style.css	(from http://blogs.pingpoet.com/overflow/)
21:27:38	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.d.delayed	(from http://blogs.pingpoet.com/VBGuru/)
21:27:38	477/477	U--M-Z	200	updated ('OK')	text/xml	date:Mon,%2007%20May%202018%2004:27:38%20GMT	http://blogs.pingpoet.com/overflow/rsd.xml.ashx	./httrack/blogs.pingpoet.com/overflow/rsd.xml.ashx	(from http://blogs.pingpoet.com/overflow/)
21:27:38	4179/4179	U-----	200	untouched ('OK')	application/x-javascript	etag:%220b25ff2db9c91:0%22	http://blogs.pingpoet.com/Scripts/common.js	./httrack/blogs.pingpoet.com/Scripts/common.js	(from http://blogs.pingpoet.com/overflow/)
21:27:38	816/816	U-----	200	untouched ('OK')	application/x-javascript	etag:%220b25ff2db9c91:0%22	http://blogs.pingpoet.com/Scripts/tableEffects.js	./httrack/blogs.pingpoet.com/Scripts/tableEffects.js	(from http://blogs.pingpoet.com/overflow/)
21:27:38	2201/2201	U--M-Z	200	updated ('OK')	text/css	date:Mon,%2007%20May%202018%2004:27:38%20GMT	http://blogs.pingpoet.com/overflow/customcss.aspx	./httrack/blogs.pingpoet.com/overflow/customcss.css	(from http://blogs.pingpoet.com/overflow/)
21:27:39	1038/1038	U-----	200	untouched ('OK')	application/x-javascript	etag:%22049c15d6fc4c61:0%22	http://blogs.pingpoet.com/Scripts/BlogInfo.js	./httrack/blogs.pingpoet.com/Scripts/BlogInfo.js	(from http://blogs.pingpoet.com/overflow/)
21:27:39	2873/2873	U-----	200	untouched ('OK')	application/x-javascript	etag:%220c6812eb9c91:0%22	http://blogs.pingpoet.com/Skins/Piyo/Scripts/piyo.js	./httrack/blogs.pingpoet.com/Skins/Piyo/Scripts/piyo.js	(from http://blogs.pingpoet.com/overflow/)
21:27:39	13000/13000	U-----	200	untouched ('OK')	application/x-javascript	etag:%220f21a476fc4c61:0%22	http://blogs.pingpoet.com/Skins/Piyo/Scripts/lightbox.js	./httrack/blogs.pingpoet.com/Skins/Piyo/Scripts/lightbox.js	(from http://blogs.pingpoet.com/overflow/)
21:27:39	20794/20794	U-----	200	untouched ('OK')	application/x-javascript	date:Tue,%2004%20Mar%202014%2005:58:33%20GMT	http://blogs.pingpoet.com/WebResource.axd?d=vT1yz21OBJxBgCt3OM9vt4Y4jX88BPYiwkNtAfZuXqXphi6ccxTRjVFJnDscDk1pKotIsoE5gziAablpwXXNVTZ1pNg1&t=635294807132453548	./httrack/blogs.pingpoet.com/WebResourceca6f.js	(from http://blogs.pingpoet.com/overflow/)
21:27:40	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.e.delayed	(from http://blogs.pingpoet.com/VBGuru/)
21:27:40	82827/82827	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:39%20GMT	http://blogs.pingpoet.com/overflow/Default.aspx	./httrack/blogs.pingpoet.com/overflow/Default.html	(from http://blogs.pingpoet.com/overflow/)
21:27:42	24273/24273	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:40%20GMT	http://blogs.pingpoet.com/overflow/archive/2007/05/11.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2007/05/11.html	(from http://blogs.pingpoet.com/overflow/)
21:27:42	22077/22077	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:40%20GMT	http://blogs.pingpoet.com/overflow/archive/2007/03/09.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2007/03/09.html	(from http://blogs.pingpoet.com/overflow/)
21:27:42	27341/27341	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:40%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/10/14.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/10/14.html	(from http://blogs.pingpoet.com/overflow/)
21:27:42	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.f.delayed	(from http://blogs.pingpoet.com/VBGuru/)
21:27:42	23955/23955	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:40%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/10/01.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/10/01.html	(from http://blogs.pingpoet.com/overflow/)
21:27:42	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.10.delayed	(from http://blogs.pingpoet.com/VBGuru/)
21:27:44	22907/22907	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:42%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/08/24.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/08/24.html	(from http://blogs.pingpoet.com/overflow/)
21:27:44	22932/22932	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:42%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/09/13.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/09/13.html	(from http://blogs.pingpoet.com/overflow/)
21:27:44	23032/23032	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:42%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/09/06.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/09/06.html	(from http://blogs.pingpoet.com/overflow/)
21:27:44	22289/22289	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2007%20May%202018%2004:27:42%20GMT	http://blogs.pingpoet.com/overflow/archive/2006/08/26.aspx	./httrack/blogs.pingpoet.com/overflow/archive/2006/08/26.html	(from http://blogs.pingpoet.com/overflow/)
21:27:44	0/-1	---M--	301	error ('')			http://blogs.pingpoet.com/overflow	./httrack/blogs.pingpoet.com/overflow.11.delayed	(from http://blogs.pingpoet.com/VBGuru/)
